Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Bang Bang,2014,Not Rated,02 Oct 2014,153 min,"Action, Adventure, Comedy",Siddharth Anand,"Sujoy Ghosh, Suresh Nair, Patrick O'Neill","Hrithik Roshan, Katrina Kaif, Pawan Malhotra","A chance encounter of the unassuming bank receptionist Harleen Sahni with the charming yet mysterious Rajveer Nanda, results in an on-rush of ditched planes, car chases, shoot-outs, bombing raids and general global mayhem. But as the transcontinental chase ensues with Rajveer convincing Harleen that he's the good guy, can she really trust him, and will trust matter when the bullets start flying?","Hindi, English","India, Czech Republic, Thailand",4 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BZjJjN2IyMGYtNzYwNS00YzFhLTg2N2MtMmZhNjFkNmUyYmI0XkEyXkFqcGdeQXVyNDkxMzY0Mjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,5.6,"25,879",tt2905838,movie,N/A,"$2,546,172",N/A,N/A,True
Hey Ram,2000,Not Rated,18 Feb 2000,186 min,"Crime, Drama, History",Kamal Haasan,"H. Banerjee, Kamal Haasan, Manohar Shyam Joshi","Kamal Haasan, Shah Rukh Khan, Rani Mukerji","The film starts with Saketh Ram as a very old man and almost immediately goes into flashback. As a young man he is among his friends, in conviviality. He has taken a Bengali wife, Aparna, and everything is wonderful in his life, However the year is 1946, and the imminent independence of India from British suzerainty is complicated by religious antagonism between the Hindu majority and the large Muslim minority, who demand their own independent state. Saketh and Aparna visit Calcutta; rioting is reported, but Saketh goes out to get some food, and he soon encounters a Hindu woman being chased by Muslim rioters. He rescues her, but the rioters later come to his house, and brutally rape and then kill his wife. Saketh is devastated and takes to the streets, determined personally to kill as many Muslims as he can find. He meets up with Sriram Abhiyankar, who is leading a group of Hindu extremists, and Saketh becomes temporarily taken with the cause himself. At the same time, he is persuaded to take a new wife, Mythili, and life begins to stabilize for Saketh after all. However he then falls in with an eminent Maharajah who is leading an underground group with the intention of assassination. Travelling with the Maharajah, Saketh meets one of his old friends from younger days, who has fallen on hard times. Reminiscing, and getting his old friend back on his feet deflect the process of recruiting Saketh, but only temporarily, and soon he is manipulated into committing himself to renouncing his family and his new wife, in the interests of the cause which now is disclosed as the assassination of Gandhi. Although a fellow Hindu, Gandhi was felt by some to be too conciliatory to Muslims and in the logic of extremists, Gandhi became the prime target. Soon Saketh is informed that Gandhi will be in Delhi for some weeks, and that Saketh is to take the opportunity to do ""his duty"". However, hiding from a snap search by the police, he has to hide his pistol on a delivery lorry, and it is driven away to a factory owned by Muslims. Going there hoping to retrieve the gun, he becomes engulfed in a shoot-out between some Hindu attackers and the Muslims, and finds that his loyalties are not so clear cut as he had imagined. Finally he escapes after the death of another of his old friends in the crossfire. The next day, January 30th 1948, he contrives to be near Gandhi in a public prayer ground, his appointment with destiny. But the film still has 20 minutes to run, and the ending is not what you expect.","Tamil, Hindi",India,5 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BYzMxYzZjMDUtZjI3Ni00Y2M2LTllYWItNzJmZTJjMzkyYjlmXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"13,919",tt0222012,movie,30 Nov 2016,"$274,675",N/A,N/A,True
'83,2021,TV-14,24 Dec 2021,162 min,"Biography, Drama, History","Pritam Chakraborty, Kabir Khan, Amit Mishra","Sumit Arora, Sumit Aroraa, Vasan Bala","Ranveer Singh, Deepika Padukone, Tahir Raj Bhasin","March 1983 Indian cricket team gets selected for the third world cup to be held in England in June but none have their expectations from the team,while officials aren't happy with appointment of new captain Kapil Dev over Sunil Gavaskar.Indian cricket team starts with a bang at the world cup by winning their first two matches against giant West Indies and Zimbabwe but loosing their next two matches against West Indies and Australia puts them in a do or die situation against Zimbabwe to stay in the tournament.During the big match against Zimbabwe half of the team is back to the pavilion much before the 10 overs with the score as 17 runs for 5 wickets.Kapil Dev plays a one man show by getting good winning score for the team and keeping their hopes alive in the tournament further the team spirit brings them to the final at Lords against the two time world champions giants West Indies.The team which was not considered worthy by everyone creates History only due to confidence of one man Kapil Dev.","Hindi, English",India,19 wins & 52 nominations,https://m.media-amazon.com/images/M/MV5BNTc0MWIzMjYtMDg4Mi00YmM3LWIxNGUtYjQ5NzBlZTM3YWI2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"40,666",tt7518786,movie,N/A,"$4,055,660",N/A,N/A,True
Selfiee,2023,N/A,24 Feb 2023,148 min,"Action, Comedy, Drama",Raj Mehta,"Sachy, Rishabh Sharma","Akshay Kumar, Adah Sharma, Mrunal Thakur","Bollywood superstar Vijay Kumar needs to obtain a new driving license from RTO officer Om Prakash Agarwal, a diehard fan of Vijay. A misunderstanding escalates into a feud which is played out in front of the entire country.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYTRjN2MzM2MtM2UzYi00YjA5LThkZDQtMThjZjFhNzIwMGM3XkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,"13,255",tt15516726,movie,N/A,"$335,775",N/A,N/A,True
Veer-Zaara,2004,Not Rated,12 Nov 2004,192 min,"Drama, Family, Musical",Yash Chopra,Aditya Chopra,"Shah Rukh Khan, Preity G Zinta, Rani Mukerji","Squadron Leader Veer Pratap Singh (Shah Rukh Khan) is a rescue pilot with the Indian Air Force. In the line of duty he comes across a stranded Zaara (Preity Zinta) --a girl from Pakistan who has come to India to fulfill her surrogate mother's dying wish. Veer saves her life, and his is never the same again. 22 years later Saamia Siddiqui (Rani Mukerji), a Pakistani human-rights lawyer on her first case, finds herself face-to-face with an ageing Veer Pratap Singh. He has languished in a Pakistan jail cell for 22 years and has not spoken to anyone for all these years, and no one knows why. Her mission is to discover the truth about Veer and see to it that justice is served. VEER-ZAARA is a saga of love, separation, courage, and sacrifice. A love that is divine, a love that is whole-hearted, a love that is completely consuming, a love that grows with separation and deepens with sacrifice. A love that is an inspiration--and will remain a legend forever.",Hindi,India,30 wins & 42 nominations,https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.8,"57,010",tt0420332,movie,30 Jun 2015,"$2,938,532",N/A,N/A,True
Goliyon Ki Raasleela Ram Leela,2013,Not Rated,15 Nov 2013,150 min,"Drama, Musical, Romance",Sanjay Leela Bhansali,"Sanjay Leela Bhansali, William Shakespeare, Siddharth-Garima","Ranveer Singh, Deepika Padukone, Supriya Pathak","Modern adaptation of William Shakespeare's 'Romeo and Juliet' with an Indian twist, the film focuses on the story of Ram and Leela, their love, lust and the drama afterwards.","Rajasthani, Hindi",India,32 wins & 88 nominations,https://m.media-amazon.com/images/M/MV5BNDljNWM1MzctM2E5NC00YjFkLWI2MDUtNzJkNGIyMGZmN2MwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.4,"22,231",tt2215477,movie,30 Nov 2016,"$2,738,863",N/A,N/A,True
Thugs of Hindostan,2018,Not Rated,08 Nov 2018,164 min,"Action, Adventure",Vijay Krishna Acharya,Vijay Krishna Acharya,"Aamir Khan, Amitabh Bachchan, Katrina Kaif","The menacing John Clive has the Indians clenched in his fist. Leading to a revolution by the righteous Azaad (Amitabh Bachchan) Captain James Powell, Clive's second in command contracts the sly thug Firangi (Aamir Khan) to get them Azaad. As destined he finds himself amid Azaad, his rebels and the beautiful warrior Zafira (Fatima Sana Shaikh). Will he forgo his selfish desire for nation's freedom?","Hindi, English","India, Malta, Thailand",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BOTI0OTcyMzItYjRiNC00OTBjLWEzYzUtMTg5YTU1OWY2MGZlXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}]",N/A,4.1,"21,935",tt5970844,movie,07 Jan 2019,"$1,449,848",N/A,N/A,True
Bheed,2023,N/A,24 Mar 2023,124 min,"Drama, History",Anubhav Sinha,"Sonali Jain, Anubhav Sinha, Saumya Tiwari","Rajkummar Rao, Pankaj Kapur, Bhumi Pednekar",The toughest times people had to face just to reach their homes.,Hindi,India,8 nominations,https://m.media-amazon.com/images/M/MV5BMzA0ODc1YWYtNzFhYy00NTlhLWJkZGYtMGFjOGRjYWM0MWJmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"11,646",tt15680228,movie,N/A,N/A,N/A,N/A,True
Kabhi Alvida Naa Kehna,2006,Not Rated,11 Aug 2006,193 min,"Drama, Romance",Karan Johar,"Karan Johar, Shibani Bathija, Niranjan Iyengar","Shah Rukh Khan, Rani Mukerji, Amitabh Bachchan","Dev Saran is a disgruntled former footballer who is jealous of his wife Riya's successful career as a fashion magazine editor. Maya Talwar is a kindergarten teacher married to her childhood buddy Rishi. Rishi is a passionate and affectionate husband but Maya is unable to reciprocate his love because of the lack of feelings towards him. A chance encounter brings Dev and Maya together. Since their respective marriages are falling apart, they decide to help each other to salvage their marriages, blissfully unaware of what the forces of love have in store for them. What starts as a pleasant friendship develops into love and an extramarital affair which soon throws the relations between the two couples in turmoil.","Hindi, English",India,16 wins & 40 nominations,https://m.media-amazon.com/images/M/MV5BNjllNTM0ZWQtMDMyOS00Yzc5LWFlNGYtNTA3MzY0ZjY5YWRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,6.0,"21,693",tt0449999,movie,17 Nov 2016,"$3,275,444",N/A,N/A,True
Badhaai Do,2022,N/A,11 Feb 2022,147 min,"Comedy, Crime, Drama",Harshavardhan Kulkarni,"Suman Adhikary, Akshat Ghildial, Harshavardhan Kulkarni","Rajkummar Rao, Bhumi Pednekar, Chum Darang","Shardul Thakur a police officer posted in Dehradhun police station designated for women and is pressurized by his family for marriage but he isn't keen.Sumi (Suman) works as a PT teacher in school she too has pressure of marriage from her family.But Sumi isn't keen as she loves women,she registers on a dating app and meets a female upon meeting she finds the person is actual a male with fake ID.He tries to blackmail Sumi telling her he will expose her truth to her family if she doesn't spend night with her finally she takes help of Shardul.Shardul helps Sumi but frequently starts to follow her and revels that he knows about her love for same sex and that he to loves men.Shardul convinces Sumi that they should marry each other for their family sake and live their individual life.Shardul and Sumi get married where Shardul spends time with his boyfriend Kabir while Sumi falls for Rimjhim.But the problem arises when their families force them to have kids.",Hindi,India,16 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BZjExNGM5MTMtNTFlNy00OThlLTlhYzctOWEzZjQ4MWY3YTUyXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,7.0,"21,000",tt11934846,movie,N/A,N/A,N/A,N/A,True
Prem Ki Shaadi,2024,N/A,N/A,N/A,"Drama, Romance",Sooraj R. Barjatya,N/A,"Salman Khan, Kriti Kharbanda, Bhagyashree Patwardhan",N/A,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYmJkNThkMWItMzgwMy00ZGU3LWFkMzYtYTg5NGE0ZjUwMjczXkEyXkFqcGdeQXVyODgzMzg2MDg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt27124947,movie,N/A,N/A,N/A,N/A,True
Ghost Stories,2020,TV-MA,01 Jan 2020,144 min,"Horror, Thriller","Zoya Akhtar, Dibakar Banerjee, Karan Johar","Zoya Akhtar, Dibakar Banerjee, Niranjan Iyengar","Janhvi Kapoor, Surekha Sikri, Amruta Subhash","The winning team of LUST STORIES unite to tell some spine - chilling tales. Ghost Stories is a 2020 Indian anthology horror film, consisting of four short film segments directed by Karan Johar, Dibakar Banerjee, Zoya Akhtar and Anurag Kashyap. It serves a sequel to the 2013 and 2018 films - Bombay Talkies and Lust Stories respectively.",Hindi,India,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BZWRmYjM2ODAtZmI0NS00ZTFlLWE2ZTctM2EwMjA1ZDA5ZGJiXkEyXkFqcGdeQXVyODU3OTIzMDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",N/A,4.4,"5,834",tt10230404,movie,01 Jan 2020,N/A,N/A,N/A,True
Pushpa: The Rule - Part 2,2024,N/A,15 Aug 2024,N/A,"Action, Crime, Drama",Sukumar,"A.R. Prabhav, Sukumar, Srikanth Vissa","Rashmika Mandanna, Allu Arjun, Fahadh Faasil",The clash is on as Pushpa and Bhanwar Singh continue their rivalry in this epic conclusion to the two-parted action drama.,Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BNGZlNTFlOWMtMzUwNC00ZDdhLTk0MWUtOGZjYzFlOTBmNDdhXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_SX300.jpg,[],N/A,N/A,N/A,tt16539454,movie,N/A,N/A,N/A,N/A,True
Climax,2020,N/A,06 Jun 2020,52 min,"Action, Horror, Thriller",Ram Gopal Varma,N/A,"Mia Malkova, Renan Severo","Mia Malkova and her boyfriend try to do things out of the blue and enter a desert even after there is a no-entry board written on it. In this situation, scary things and some crazy people start troubling them. The couple runs for their life and reaches a small town only to know there are more dangerous situations are in store for them. Who is behind these incidents and how the couple comes out of this mess forms the crux of the story.","Telugu, Hindi",India,N/A,https://m.media-amazon.com/images/M/MV5BOTU4NmYzMzAtZGRmMi00MWE5LTkyMjEtYWQ0NmEzNDUxOGY3XkEyXkFqcGdeQXVyMTE2MTc3MzU1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.2/10'}]",N/A,2.2,367,tt12357758,movie,N/A,N/A,N/A,N/A,True
Stree,2018,Not Rated,31 Aug 2018,128 min,"Comedy, Horror",Amar Kaushik,"Raj Nidimoru, Krishna D.K., Sumit Arora","Ashish Chhipa, Rajkummar Rao, Shraddha Kapoor",Chanderi village is haunted for years by a witch whose called as Stree. She abducts men in dark leaving their clothes behind during the four day annual festival. Vicky young and handsome village tailor disbelief's these stories. He meets an Unnamed women whose in the village every year during the festival. Vicky and the women start getting close to each other. But his friends Jaana and Bitu get suspicious that till date only Vicky has seen the women and believe that she could be Stree.,Hindi,India,12 wins & 31 nominations,https://m.media-amazon.com/images/M/MV5BMjk4NGZiMzAtODU1NS00MmQ4LWJiNmQtNWU5ZWU4Y2VmNWI0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}]",N/A,7.5,"38,361",tt8108202,movie,07 Jun 2019,N/A,N/A,N/A,True
Monsoon Wedding,2001,R,26 Apr 2002,114 min,"Comedy, Drama, Romance",Mira Nair,Sabrina Dhawan,"Naseeruddin Shah, Lillete Dubey, Shefali Shah","A story set in the modern upper-middle class of India, where telecommunications and a western lifestyle mix with old traditions, like the arranged wedding young Aditi accepts when she ends the affair with a married TV producer. The groom is an Indian living in Texas, and all relatives from both families, some from distant places like Australia, come to New Delhi during the monsoon season to attend the wedding. The four-day arrangements and celebrations will see clumsy organization, family parties and drama, dangers to the happy end of the wedding, lots of music and even a new romance for the wedding planner Dubey with the housemaid Alice...","Hindi, English","India, United States, Italy, Germany, France, United Kingdom",Nominated for 1 BAFTA Award7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZWMzMDJhMjgtZjk2NS00ZDM4LThmOGMtOTQzYWU3N2Y4Y2M2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"26,648",tt0265343,movie,12 Feb 2014,"$13,885,966",N/A,N/A,True
Delhi Belly,2011,Not Rated,01 Jul 2011,103 min,"Action, Comedy, Crime","Abhinay Deo, Akshat Verma","Mr. Moris, Akshat Verma","Imran Khan, Vir Das, Kunaal Roy Kapur","Delhi-based Sonia agrees to deliver a package for Vladimir Dragunsky and asks her rather unkempt and debt-ridden fiancé, Tashi Malhotra, to do it for her. Tashi, in turn, asks one of two of his room-mates, Nitin. But Nitin forgets to do so due to an upset stomach ailment commonly known as 'Delhi Belly' as well as his plan to blackmail their landlord, Manish and asks the third roommate Arup to deliver the package. A gangster, Somayajulu, who was the recipient of this package, starts by brutally questioning Vladimir, and finds out that the package may be in the possession of the trio. While Tashi must deal with his attraction for Journalist Menaka and incur the wrath of her husband, Rajiv, he still has to fully come to terms whether or not he wants to marry Sonia. And the entry of ruthless Somayajulu and his gang seriously jeopardizes any plans Tashi and his friends may have for the future.","English, Hindi",India,6 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BZjJmOTNjNDgtY2E3ZC00OTRmLTlmYWItNjRkMzQ4NzZlY2M2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.6,"32,090",tt1934231,movie,09 Dec 2017,"$1,532,594",N/A,N/A,True
